year,fips,date,cases
2020,37023,7,39415
2020,37023,8,53053
2020,37023,9,59711
2020,37023,10,75943
2020,37023,11,98838
2020,37023,12,160693
2020,37025,3,216
2020,37025,4,4987
2020,37025,5,11874
2020,37025,6,22611
2020,37025,7,54959
2020,37025,8,86243
2020,37025,9,109734
2020,37025,10,140393
2020,37025,11,177928
2020,37025,12,282054
2020,37027,3,19
2020,37027,4,557
2020,37027,5,2449
2020,37027,6,7995
2020,37027,7,22539
2020,37027,8,39560
2020,37027,9,46343
2020,37027,10,65998
2020,37027,11,92548
2020,37027,12,145100
2020,37029,4,4
2020,37029,5,74
2020,37029,6,336
2020,37029,7,1297
2020,37029,8,2428
2020,37029,9,3203
2020,37029,10,4015
2020,37029,11,4786
2020,37029,12,7282
2020,37031,3,63
2020,37031,4,626
2020,37031,5,1016
2020,37031,6,1536
2020,37031,7,5201
2020,37031,8,11893
2020,37031,9,18031
2020,37031,10,29779
2020,37031,11,43952
2020,37031,12,69798
2020,37033,3,3
2020,37033,4,217
2020,37033,5,1368
2020,37033,6,3264
2020,37033,7,4935
2020,37033,8,6424
2020,37033,9,8872
2020,37033,10,16640
2020,37033,11,22075
2020,37033,12,30770
2020,37035,3,75
2020,37035,4,1066
2020,37035,5,3398
2020,37035,6,13675
2020,37035,7,41839
2020,37035,8,70087
2020,37035,9,86879
2020,37035,10,119805
2020,37035,11,172137
2020,37035,12,282847
2020,37037,3,115
2020,37037,4,3239
2020,37037,5,15525
2020,37037,6,24231
2020,37037,7,33498
2020,37037,8,42003
2020,37037,9,47619
2020,37037,10,56929
2020,37037,11,65220
2020,37037,12,81559
2020,37039,3,49
2020,37039,4,359
2020,37039,5,577
2020,37039,6,837
2020,37039,7,3494
2020,37039,8,9691
2020,37039,9,16367
2020,37039,10,22420
2020,37039,11,25782
2020,37039,12,33938
2020,37041,4,118
2020,37041,5,372
2020,37041,6,569
2020,37041,7,1743
2020,37041,8,5252
2020,37041,9,8736
2020,37041,10,14538
2020,37041,11,17170
2020,37041,12,22658
2020,37043,3,1
2020,37043,4,117
2020,37043,5,155
2020,37043,6,236
2020,37043,7,854
2020,37043,8,2284
2020,37043,9,3167
2020,37043,10,5378
2020,37043,11,7900
2020,37043,12,10003
2020,37045,3,24
2020,37045,4,1038
2020,37045,5,1824
2020,37045,6,5374
2020,37045,7,18950
2020,37045,8,40810
2020,37045,9,57525
2020,37045,10,86659
2020,37045,11,113931
2020,37045,12,169847
2020,37047,3,5
2020,37047,4,1404
2020,37047,5,7373
2020,37047,6,12762
2020,37047,7,20509
2020,37047,8,29992
2020,37047,9,38049
2020,37047,10,48413
2020,37047,11,66764
2020,37047,12,97367
2020,37049,3,45
2020,37049,4,833
2020,37049,5,3366
2020,37049,6,8330
2020,37049,7,15085
2020,37049,8,24265
2020,37049,9,37356
2020,37049,10,64261
2020,37049,11,82330
2020,37049,12,128749
2020,37051,3,82
2020,37051,4,3225
2020,37051,5,14072
2020,37051,6,27453
2020,37051,7,56810
2020,37051,8,105225
2020,37051,9,145842
2020,37051,10,198850
2020,37051,11,249847
2020,37051,12,362401
2020,37053,3,3
2020,37053,4,73
2020,37053,5,298
2020,37053,6,477
2020,37053,7,1252
2020,37053,8,2546
2020,37053,9,4395
2020,37053,10,6520
2020,37053,11,8350
2020,37053,12,15585
2020,37055,4,257
2020,37055,5,538
2020,37055,6,856
2020,37055,7,3987
2020,37055,8,6750
2020,37055,9,7756
2020,37055,10,10119
2020,37055,11,15578
2020,37055,12,25517
2020,37057,3,88
2020,37057,4,2814
2020,37057,5,8502
2020,37057,6,19923
2020,37057,7,40916
2020,37057,8,58712
2020,37057,9,74956
2020,37057,10,103953
2020,37057,11,135775
2020,37057,12,216438
2020,37059,3,40
2020,37059,4,659
2020,37059,5,1593
2020,37059,6,4304
2020,37059,7,8203
2020,37059,8,13428
2020,37059,9,15691
2020,37059,10,21141
2020,37059,11,29967
2020,37059,12,51958
2020,37061,3,7
2020,37061,4,839
2020,37061,5,12512
2020,37061,6,35670
2020,37061,7,53288
2020,37061,8,62639
2020,37061,9,65087
2020,37061,10,81665
2020,37061,11,92739
2020,37061,12,117735
2020,37063,3,921
2020,37063,4,10783
2020,37063,5,32819
2020,37063,6,82768
2020,37063,7,150207
2020,37063,8,198554
2020,37063,9,221884
2020,37063,10,263590
2020,37063,11,310764
2020,37063,12,410921
2020,37065,3,6
2020,37065,4,1178
2020,37065,5,4959
2020,37065,6,7635
2020,37065,7,13186
2020,37065,8,23094
2020,37065,9,35902
2020,37065,10,53604
2020,37065,11,68852
2020,37065,12,90277
2020,37067,3,258
2020,37067,4,3643
2020,37067,5,20109
2020,37067,6,66842
2020,37067,7,122574
2020,37067,8,171467
2020,37067,9,200210
2020,37067,10,248639
2020,37067,11,332961
2020,37067,12,531975
2020,37069,3,63
2020,37069,4,1706
2020,37069,5,3915
2020,37069,6,7212
2020,37069,7,16934
2020,37069,8,28475
2020,37069,9,34655
2020,37069,10,42247
2020,37069,11,51924
2020,37069,12,79345
2020,37071,3,122
2020,37071,4,2742
2020,37071,5,6187
2020,37071,6,17862
2020,37071,7,63307
2020,37071,8,110174
2020,37071,9,140032
2020,37071,10,200769
2020,37071,11,269017
2020,37071,12,398483
2020,37073,4,120
2020,37073,5,456
2020,37073,6,739
2020,37073,7,979
2020,37073,8,1826
2020,37073,9,3454
2020,37073,10,4918
2020,37073,11,5622
2020,37073,12,9073
2020,37075,4,4
2020,37075,5,58
2020,37075,6,174
2020,37075,7,397
2020,37075,8,1348
2020,37075,9,3361
2020,37075,10,6904
2020,37075,11,7905
2020,37075,12,9975
2020,37077,3,34
2020,37077,4,2791
2020,37077,5,6282
2020,37077,6,18695
2020,37077,7,30288
2020,37077,8,41567
2020,37077,9,49599
2020,37077,10,58527
2020,37077,11,68898
2020,37077,12,95678
2020,37079,3,15
2020,37079,4,337
2020,37079,5,1418
2020,37079,6,3772
2020,37079,7,7273
2020,37079,8,10821
2020,37079,9,15079
2020,37079,10,25347
2020,37079,11,32620
2020,37079,12,42653
2020,37081,3,295
2020,37081,4,5393
2020,37081,5,24812
2020,37081,6,62880
2020,37081,7,121883
2020,37081,8,185385
2020,37081,9,235553
2020,37081,10,317532
2020,37081,11,426441
2020,37081,12,644387
2020,37083,3,8
2020,37083,4,809
2020,37083,5,3471
2020,37083,6,7220
2020,37083,7,13777
2020,37083,8,23335
2020,37083,9,28405
2020,37083,10,38476
2020,37083,11,51785
2020,37083,12,74977
2020,37085,3,149
2020,37085,4,1886
2020,37085,5,7330
2020,37085,6,13042
2020,37085,7,26347
2020,37085,8,43031
2020,37085,9,58549
2020,37085,10,82456
2020,37085,11,104392
2020,37085,12,155452
2020,37087,4,116
2020,37087,5,800
2020,37087,6,2020
2020,37087,7,5033
2020,37087,8,13708
2020,37087,9,16880
2020,37087,10,20909
2020,37087,11,27590
2020,37087,12,51828
2020,37089,3,72
2020,37089,4,2891
2020,37089,5,8331
2020,37089,6,13719
2020,37089,7,31277
2020,37089,8,48164
2020,37089,9,55892
2020,37089,10,71386
2020,37089,11,85354
2020,37089,12,130615
2020,37091,3,15
2020,37091,4,334
2020,37091,5,1830
2020,37091,6,4411
2020,37091,7,6153
2020,37091,8,12443
2020,37091,9,19760
2020,37091,10,25746
2020,37091,11,27576
2020,37091,12,36288
2020,37093,3,27
2020,37093,4,818
2020,37093,5,4742
2020,37093,6,9147
2020,37093,7,15770
2020,37093,8,23908
2020,37093,9,30522
2020,37093,10,44037
2020,37093,11,53238
2020,37093,12,73715
2020,37095,4,2
2020,37095,5,31
2020,37095,6,123
2020,37095,7,905
2020,37095,8,1860
2020,37095,9,3561
2020,37095,10,4936
2020,37095,11,5394
2020,37095,12,7120
2020,37097,3,157
2020,37097,4,2166
2020,37097,5,5638
2020,37097,6,14200
2020,37097,7,37826
2020,37097,8,62010
2020,37097,9,79741
2020,37097,10,108445
2020,37097,11,140034
2020,37097,12,234938
2020,37099,4,80
2020,37099,5,706
2020,37099,6,1905
2020,37099,7,7580
2020,37099,8,14048
2020,37099,9,16330
2020,37099,10,26315
2020,37099,11,37925
2020,37099,12,57230
2020,37101,3,99
2020,37101,4,2807
2020,37101,5,8244
2020,37101,6,28011
2020,37101,7,69128
2020,37101,8,107171
2020,37101,9,127680
2020,37101,10,160732
2020,37101,11,204185
2020,37101,12,305090
2020,37103,4,189
2020,37103,5,672
2020,37103,6,834
2020,37103,7,1312
2020,37103,8,3248
2020,37103,9,4356
2020,37103,10,5489
2020,37103,11,6930
2020,37103,12,10483
2020,37105,3,15
2020,37105,4,1224
2020,37105,5,9452
2020,37105,6,18733
2020,37105,7,30101
2020,37105,8,41120
2020,37105,9,46395
2020,37105,10,59250
2020,37105,11,69113
2020,37105,12,92280
2020,37107,3,19
2020,37107,4,674
2020,37107,5,4486
2020,37107,6,8841
2020,37107,7,13621
2020,37107,8,20037
2020,37107,9,27404
2020,37107,10,38463
2020,37107,11,54359
2020,37107,12,84954
2020,37109,3,21
2020,37109,4,510
2020,37109,5,1466
2020,37109,6,4541
2020,37109,7,15087
2020,37109,8,28678
2020,37109,9,41654
2020,37109,10,64839
2020,37109,11,88917
2020,37109,12,137555
2020,37111,3,25
2020,37111,4,487
2020,37111,5,1119
2020,37111,6,4586
2020,37111,7,11335
2020,37111,8,21943
2020,37111,9,26428
2020,37111,10,36959
2020,37111,11,47887
2020,37111,12,77743
2020,37113,4,52
2020,37113,5,349
2020,37113,6,5998
2020,37113,7,11097
2020,37113,8,15057
2020,37113,9,17146
2020,37113,10,21675
2020,37113,11,25558
2020,37113,12,35140
2020,37115,4,6
2020,37115,5,56
2020,37115,6,173
2020,37115,7,674
2020,37115,8,1579
2020,37115,9,2607
2020,37115,10,5087
2020,37115,11,12018
2020,37115,12,21000
2020,37117,3,2
2020,37117,4,246
2020,37117,5,1215
2020,37117,6,2936
2020,37117,7,5505
2020,37117,8,8782
2020,37117,9,12184
2020,37117,10,17887
2020,37117,11,22355
2020,37117,12,33403
2020,37119,3,2370
2020,37119,4,32005
2020,37119,5,81081
2020,37119,6,223770
2020,37119,7,501541
2020,37119,8,719679
2020,37119,9,820877
2020,37119,10,974963
2020,37119,11,1163905
2020,37119,12,1652000
2020,37121,4,110
2020,37121,5,221
2020,37121,6,603
2020,37121,7,1782
2020,37121,8,2564
2020,37121,9,3288
2020,37121,10,5908
2020,37121,11,11876
2020,37121,12,22321
2020,37123,3,23
2020,37123,4,474
2020,37123,5,1965
2020,37123,6,6362
2020,37123,7,13357
2020,37123,8,22128
2020,37123,9,29660
2020,37123,10,34853
2020,37123,11,38905
2020,37123,12,51507
2020,37125,3,42
2020,37125,4,1567
2020,37125,5,3842
2020,37125,6,9676
2020,37125,7,20874
2020,37125,8,33949
2020,37125,9,44680
2020,37125,10,63756
2020,37125,11,77484
2020,37125,12,122254
2020,37127,3,27
2020,37127,4,1418
2020,37127,5,4502
2020,37127,6,9175
2020,37127,7,21770
2020,37127,8,41027
2020,37127,9,61060
2020,37127,10,92644
2020,37127,11,119572
2020,37127,12,163200
2020,37129,3,145
2020,37129,4,1687
2020,37129,5,3828
2020,37129,6,13373
2020,37129,7,50537
2020,37129,8,83081
2020,37129,9,112281
2020,37129,10,150405
2020,37129,11,185141
2020,37129,12,259107
2020,37131,3,92
2020,37131,4,1874
2020,37131,5,3740
2020,37131,6,5023
2020,37131,7,6767
2020,37131,8,9891
2020,37131,9,11765
2020,37131,10,16116
2020,37131,11,20787
2020,37131,12,29095
2020,37133,3,47
2020,37133,4,870
2020,37133,5,2254
2020,37133,6,5317
2020,37133,7,16127
2020,37133,8,37308
2020,37133,9,54192
2020,37133,10,88231
2020,37133,11,130100
2020,37133,12,222287
2020,37135,3,202
2020,37135,4,4355
2020,37135,5,8478
2020,37135,6,14547
2020,37135,7,31492
2020,37135,8,50313
2020,37135,9,75698
2020,37135,10,90254
2020,37135,11,105398
2020,37135,12,139173
2020,37137,3,3
2020,37137,4,151
2020,37137,5,264
2020,37137,6,438
2020,37137,7,1185
2020,37137,8,2512
2020,37137,9,6711
2020,37137,10,9192
2020,37137,11,10742
2020,37137,12,14673
2020,37139,3,17
2020,37139,4,605
2020,37139,5,2431
2020,37139,6,4356
2020,37139,7,8113
2020,37139,8,13913
2020,37139,9,19269
2020,37139,10,25039
2020,37139,11,29643
2020,37139,12,43429
2020,37141,4,172
2020,37141,5,1432
2020,37141,6,4500
2020,37141,7,13381
2020,37141,8,21491
2020,37141,9,25856
2020,37141,10,36842
2020,37141,11,49802
2020,37141,12,71767
2020,37143,3,4
2020,37143,4,188
2020,37143,5,610
2020,37143,6,877
2020,37143,7,1388
2020,37143,8,2967
2020,37143,9,4959
2020,37143,10,6877
2020,37143,11,8826
2020,37143,12,13344
2020,37145,3,6
2020,37145,4,353
2020,37145,5,1012
2020,37145,6,2362
2020,37145,7,4437
2020,37145,8,7716
2020,37145,9,11677
2020,37145,10,17230
2020,37145,11,25106
2020,37145,12,40537
2020,37147,3,108
2020,37147,4,2260
2020,37147,5,6372
2020,37147,6,14755
2020,37147,7,34613
2020,37147,8,74176
2020,37147,9,131023
2020,37147,10,175905
2020,37147,11,211674
2020,37147,12,300980
2020,37149,3,9
2020,37149,4,301
2020,37149,5,966
2020,37149,6,1694
2020,37149,7,3231
2020,37149,8,5581
2020,37149,9,7843
2020,37149,10,11313
2020,37149,11,13099
2020,37149,12,18306
2020,37151,3,70
2020,37151,4,2172
2020,37151,5,13497
2020,37151,6,28090
2020,37151,7,49959
2020,37151,8,69443
2020,37151,9,78762
2020,37151,10,104837
2020,37151,11,139680
2020,37151,12,210011
2020,37153,4,485
2020,37153,5,3396
2020,37153,6,6403
2020,37153,7,11888
2020,37153,8,17437
2020,37153,9,25503
2020,37153,10,39053
2020,37153,11,49630
2020,37153,12,71133
2020,37155,3,18
2020,37155,4,1088
2020,37155,5,15715
2020,37155,6,31817
2020,37155,7,56643
2020,37155,8,93679
2020,37155,9,123227
2020,37155,10,168978
2020,37155,11,203144
2020,37155,12,263900
2020,37157,3,1
2020,37157,4,446
2020,37157,5,1582
2020,37157,6,4429
2020,37157,7,10325
2020,37157,8,19079
2020,37157,9,32603
2020,37157,10,52040
2020,37157,11,77950
2020,37157,12,117439
2020,37159,3,106
2020,37159,4,5781
2020,37159,5,16283
2020,37159,6,27596
2020,37159,7,50195
2020,37159,8,73759
2020,37159,9,93374
2020,37159,10,119546
2020,37159,11,147735
2020,37159,12,228622
2020,37161,3,6
2020,37161,4,1794
2020,37161,5,4874
2020,37161,6,6991
2020,37161,7,14091
2020,37161,8,26159
2020,37161,9,32818
2020,37161,10,47808
2020,37161,11,61915
2020,37161,12,105339
2020,37163,3,15
2020,37163,4,567
2020,37163,5,7716
2020,37163,6,22924
2020,37163,7,38669
2020,37163,8,47025
2020,37163,9,54291
2020,37163,10,78204
2020,37163,11,97377
2020,37163,12,133536
2020,37165,3,13
2020,37165,4,325
2020,37165,5,1588
2020,37165,6,3341
2020,37165,7,5806
2020,37165,8,13833
2020,37165,9,26779
2020,37165,10,46060
2020,37165,11,53840
2020,37165,12,70346
2020,37167,3,26
2020,37167,4,516
2020,37167,5,1179
2020,37167,6,5891
2020,37167,7,19264
2020,37167,8,37446
2020,37167,9,52508
2020,37167,10,70937
2020,37167,11,80940
2020,37167,12,112988
2020,37169,4,261
2020,37169,5,979
2020,37169,6,2930
2020,37169,7,5636
2020,37169,8,9315
2020,37169,9,11787
2020,37169,10,18332
2020,37169,11,27840
2020,37169,12,49059
2020,37171,3,8
2020,37171,4,305
2020,37171,5,2805
2020,37171,6,10265
2020,37171,7,19739
2020,37171,8,31191
2020,37171,9,37599
2020,37171,10,49632
2020,37171,11,71596
2020,37171,12,111886
2020,37173,4,6
2020,37173,5,214
2020,37173,6,1072
2020,37173,7,2380
2020,37173,8,3705
2020,37173,9,4137
2020,37173,10,6640
2020,37173,11,10301
2020,37173,12,16251
2020,37175,3,21
2020,37175,4,188
2020,37175,5,266
2020,37175,6,523
2020,37175,7,2133
2020,37175,8,5325
2020,37175,9,8904
2020,37175,10,11715
2020,37175,11,14591
2020,37175,12,22377
2020,37177,4,65
2020,37177,5,124
2020,37177,6,160
2020,37177,7,1707
2020,37177,8,3092
2020,37177,9,3333
2020,37177,10,3791
2020,37177,11,4080
2020,37177,12,4858
2020,37179,3,249
2020,37179,4,3985
2020,37179,5,10611
2020,37179,6,23790
2020,37179,7,62331
2020,37179,8,105136
2020,37179,9,134262
2020,37179,10,170709
2020,37179,11,206927
2020,37179,12,313621
2020,37181,3,22
2020,37181,4,932
2020,37181,5,6009
2020,37181,6,12524
2020,37181,7,18741
2020,37181,8,25216
2020,37181,9,29699
2020,37181,10,35350
2020,37181,11,43970
2020,37181,12,69782
2020,37183,3,1275
2020,37183,4,15161
2020,37183,5,37778
2020,37183,6,99097
2020,37183,7,253757
2020,37183,8,400554
2020,37183,9,500358
2020,37183,10,615404
2020,37183,11,758864
2020,37183,12,1145804
2020,37185,4,94
2020,37185,5,1056
2020,37185,6,3730
2020,37185,7,6143
2020,37185,8,8305
2020,37185,9,9365
2020,37185,10,12323
2020,37185,11,16837
2020,37185,12,29095
2020,37187,3,4
2020,37187,4,462
2020,37187,5,797
2020,37187,6,1034
2020,37187,7,2082
2020,37187,8,4526
2020,37187,9,5882
2020,37187,10,7254
2020,37187,11,8662
2020,37187,12,11605
2020,37189,3,46
2020,37189,4,233
2020,37189,5,345
2020,37189,6,1326
2020,37189,7,4723
2020,37189,8,10397
2020,37189,9,17854
2020,37189,10,38343
2020,37189,11,48601
2020,37189,12,71224
2020,37191,3,33
2020,37191,4,8480
2020,37191,5,26418
2020,37191,6,45022
2020,37191,7,63678
2020,37191,8,78752
2020,37191,9,92762
2020,37191,10,125782
2020,37191,11,157066
2020,37191,12,206481
2020,37193,3,2
2020,37193,4,248
2020,37193,5,10142
2020,37193,6,16130
2020,37193,7,19968
2020,37193,8,27623
2020,37193,9,34081
2020,37193,10,47181
2020,37193,11,68383
2020,37193,12,102348
2020,37195,3,82
2020,37195,4,2555
2020,37195,5,7667
2020,37195,6,15866
2020,37195,7,32254
2020,37195,8,48445
2020,37195,9,60033
2020,37195,10,82329
2020,37195,11,107762
2020,37195,12,149260
2020,37197,3,6
2020,37197,4,306
2020,37197,5,2834
2020,37197,6,7549
2020,37197,7,12314
2020,37197,8,17539
2020,37197,9,20826
2020,37197,10,27654
2020,37197,11,38526
2020,37197,12,61966
2020,37199,5,245
2020,37199,6,870
2020,37199,7,1870
2020,37199,8,2499
2020,37199,9,3941
2020,37199,10,8125
2020,37199,11,13232
2020,37199,12,25478
2020,38001,7,8
2020,38001,8,107
2020,38001,9,409
2020,38001,10,1612
2020,38001,11,4034
2020,38001,12,5837
2020,38003,3,8
2020,38003,4,79
2020,38003,5,124
2020,38003,6,369
2020,38003,7,788
2020,38003,8,1618
2020,38003,9,5648
2020,38003,10,9330
2020,38003,11,21563
2020,38003,12,36385
2020,38005,5,32
2020,38005,6,78
2020,38005,7,853
2020,38005,8,5209
2020,38005,9,8612
2020,38005,10,13597
2020,38005,11,19953
2020,38005,12,27986
2020,38007,6,11
2020,38007,7,32
2020,38007,8,92
2020,38007,9,297
2020,38007,10,843
2020,38007,11,1110
2020,38007,12,1400
2020,38009,5,24
2020,38009,6,120
2020,38009,7,214
2020,38009,8,677
2020,38009,9,1396
2020,38009,10,5816
2020,38009,11,13410
2020,38009,12,18215
2020,38011,4,24
2020,38011,5,31
2020,38011,6,30
2020,38011,7,76
2020,38011,8,340
2020,38011,9,820
2020,38011,10,2791
2020,38011,11,5062
2020,38011,12,8204
2020,38013,4,68
2020,38013,5,147
2020,38013,6,150
2020,38013,7,268
2020,38013,8,716
2020,38013,9,832
2020,38013,10,1588
2020,38013,11,4188
2020,38013,12,5920
2020,38015,3,272
2020,38015,4,1644
2020,38015,5,3433
2020,38015,6,5328
2020,38015,7,16694
2020,38015,8,44418
2020,38015,9,84948
2020,38015,10,165524
2020,38015,11,296109
2020,38015,12,405531
2020,38017,3,127
2020,38017,4,5974
2020,38017,5,34552
2020,38017,6,60938
2020,38017,7,79582
2020,38017,8,97994
2020,38017,9,131879
2020,38017,10,226781
2020,38017,11,404691
2020,38017,12,581602
2020,38019,6,21
2020,38019,7,562
2020,38019,8,971
2020,38019,9,1294
2020,38019,10,2008
2020,38019,11,8031
2020,38019,12,12346
2020,38021,6,79
2020,38021,7,204
2020,38021,8,491
2020,38021,9,1309
2020,38021,10,6309
2020,38021,11,13953
2020,38021,12,19081
2020,38023,3,4
2020,38023,4,30
2020,38023,5,31
2020,38023,6,30
2020,38023,7,31
2020,38023,8,109
2020,38023,9,184
2020,38023,10,1101
2020,38023,11,3111
2020,38023,12,4107
2020,38025,3,8
2020,38025,4,158
2020,38025,5,354
2020,38025,6,351
2020,38025,7,701
2020,38025,8,1103
2020,38025,9,2147
2020,38025,10,5375
2020,38025,11,7704
2020,38025,12,10508
2020,38027,4,28
2020,38027,5,85
2020,38027,6,144
2020,38027,7,207
2020,38027,8,654
2020,38027,9,1820
2020,38027,10,4632
2020,38027,11,9183
2020,38027,12,12018
2020,38029,4,26
2020,38029,5,73
2020,38029,6,120
2020,38029,7,238
2020,38029,8,650
2020,38029,9,2536
2020,38029,10,7826
2020,38029,11,9625
2020,38029,12,11187
2020,38031,3,7
2020,38031,4,30
2020,38031,5,31
2020,38031,6,38
2020,38031,7,145
2020,38031,8,804
2020,38031,9,1532
2020,38031,10,3910
2020,38031,11,10456
2020,38031,12,16240
2020,38033,7,50
2020,38033,8,443
2020,38033,9,1219
2020,38033,10,2909
2020,38033,11,4170
2020,38033,12,5751
2020,38035,3,5
2020,38035,4,2553
2020,38035,5,9390
2020,38035,6,10589
2020,38035,7,15217
2020,38035,8,27471
2020,38035,9,58563
2020,38035,10,96359
2020,38035,11,200216
2020,38035,12,275086
2020,38037,3,1
2020,38037,4,30
2020,38037,5,52
2020,38037,6,63
2020,38037,7,112
2020,38037,8,174
2020,38037,9,380
2020,38037,10,1687
2020,38037,11,3641
2020,38037,12,5147
2020,38039,5,10
2020,38039,6,40
2020,38039,7,182
2020,38039,8,1096
2020,38039,9,1411
2020,38039,10,2222
2020,38039,11,5402
2020,38039,12,8772
2020,38041,6,5
2020,38041,7,104
2020,38041,8,306
2020,38041,9,1389
2020,38041,10,3033
2020,38041,11,5580
2020,38041,12,8068
2020,38043,6,43
2020,38043,7,144
2020,38043,8,650
2020,38043,9,1224
2020,38043,10,2352
2020,38043,11,4658
2020,38043,12,7364
2020,38045,6,221
2020,38045,7,422
2020,38045,8,518
2020,38045,9,1202
2020,38045,10,4665
2020,38045,11,8964
2020,38045,12,13473
2020,38047,7,29
2020,38047,8,230
2020,38047,9,818
2020,38047,10,3216
2020,38047,11,4354
2020,38047,12,6020
2020,38049,3,6
2020,38049,4,30
2020,38049,5,54
2020,38049,6,72
2020,38049,7,283
2020,38049,8,714
2020,38049,9,1669
2020,38049,10,4370
2020,38049,11,10780
2020,38049,12,15728
2020,38051,3,6
2020,38051,4,30
2020,38051,5,31
2020,38051,6,33
2020,38051,7,253
2020,38051,8,1161
2020,38051,9,1588
2020,38051,10,4106
2020,38051,11,6270
2020,38051,12,8958
2020,38053,3,1
2020,38053,4,237
2020,38053,5,468
2020,38053,6,652
2020,38053,7,1424
2020,38053,8,2964
2020,38053,9,5040
2020,38053,10,12566
2020,38053,11,22571
2020,38053,12,30313
2020,38055,3,8
2020,38055,4,76
2020,38055,5,181
2020,38055,6,283
2020,38055,7,492
2020,38055,8,2977
2020,38055,9,6532
2020,38055,10,13599
2020,38055,11,24954
2020,38055,12,33785
2020,38057,5,113
2020,38057,6,176
2020,38057,7,370
2020,38057,8,998
2020,38057,9,2734
2020,38057,10,10351
2020,38057,11,21045
2020,38057,12,29784
2020,38059,3,128
2020,38059,4,610
2020,38059,5,1393
2020,38059,6,2023
2020,38059,7,4969
2020,38059,8,13957
2020,38059,9,29176
2020,38059,10,57202
2020,38059,11,100515
2020,38059,12,137181
2020,38061,3,13
2020,38061,4,761
2020,38061,5,1175
2020,38061,6,1295
2020,38061,7,2445
2020,38061,8,4545
2020,38061,9,6200
2020,38061,10,12482
2020,38061,11,25381
2020,38061,12,35281
2020,38063,4,12
2020,38063,5,37
2020,38063,6,30
2020,38063,7,106
2020,38063,8,790
2020,38063,9,1232
2020,38063,10,4131
2020,38063,11,8408
2020,38063,12,12015
2020,38065,3,2
2020,38065,4,30
2020,38065,5,31
2020,38065,6,32
2020,38065,7,98
2020,38065,8,238
2020,38065,9,454
2020,38065,10,1674
2020,38065,11,3258
2020,38065,12,4348
2020,38067,4,8
2020,38067,5,169
2020,38067,6,211
2020,38067,7,543
2020,38067,8,874
2020,38067,9,1590
2020,38067,10,5028
2020,38067,11,13949
2020,38067,12,21151
2020,38069,3,22
2020,38069,4,60
2020,38069,5,92
2020,38069,6,103
2020,38069,7,225
2020,38069,8,525
2020,38069,9,898
2020,38069,10,1910
2020,38069,11,8920
2020,38069,12,14405
2020,38071,3,26
2020,38071,4,92
2020,38071,5,207
2020,38071,6,257
2020,38071,7,694
2020,38071,8,2654
2020,38071,9,5379
2020,38071,10,12156
2020,38071,11,26707
2020,38071,12,41783
2020,38073,4,5
2020,38073,5,145
2020,38073,6,392
2020,38073,7,677
2020,38073,8,960
2020,38073,9,1857
2020,38073,10,4018
2020,38073,11,10389
2020,38073,12,15774
2020,38075,5,35
2020,38075,6,103
2020,38075,7,217
2020,38075,8,301
2020,38075,9,920
2020,38075,10,2887
2020,38075,11,5136
2020,38075,12,8294
2020,38077,4,106
2020,38077,5,376
2020,38077,6,1019
2020,38077,7,1684
2020,38077,8,3556
2020,38077,9,5592
2020,38077,10,10871
2020,38077,11,25845
2020,38077,12,43498
2020,38079,4,20
2020,38079,5,105
2020,38079,6,231
2020,38079,7,431
2020,38079,8,2524
2020,38079,9,4535
2020,38079,10,8979
2020,38079,11,30580
2020,38079,12,52892
2020,38081,4,21
2020,38081,5,82
2020,38081,6,129
2020,38081,7,235
2020,38081,8,338
2020,38081,9,1250
2020,38081,10,3318
2020,38081,11,6656
2020,38081,12,11867
2020,38083,6,25
2020,38083,7,92
2020,38083,8,255
2020,38083,9,290
2020,38083,10,943
2020,38083,11,2064
2020,38083,12,2844
2020,38085,3,4
2020,38085,4,31
2020,38085,5,45
2020,38085,6,276
2020,38085,7,1239
2020,38085,8,2883
2020,38085,9,4083
2020,38085,10,6528
2020,38085,11,11270
2020,38085,12,17556
2020,38087,4,77
2020,38087,5,93
2020,38087,6,90
2020,38087,7,93
2020,38087,8,130
2020,38087,9,210
2020,38087,10,380
2020,38087,11,524
2020,38087,12,727
2020,38089,3,56
2020,38089,4,1012
2020,38089,5,1856
2020,38089,6,1966
2020,38089,7,3500
2020,38089,8,12563
2020,38089,9,35411
2020,38089,10,65202
2020,38089,11,90701
2020,38089,12,120383
2020,38091,5,15
2020,38091,6,30
2020,38091,7,165
2020,38091,8,475
2020,38091,9,772
2020,38091,10,1144
2020,38091,11,2854
2020,38091,12,4732
2020,38093,4,56
2020,38093,5,484
2020,38093,6,1537
2020,38093,7,2383
2020,38093,8,4278
2020,38093,9,12598
2020,38093,10,21596
2020,38093,11,58154
2020,38093,12,89796
2020,38095,7,89
2020,38095,8,175
2020,38095,9,390
2020,38095,10,1969
2020,38095,11,5156
2020,38095,12,7591
2020,38097,5,205
2020,38097,6,447
2020,38097,7,905
2020,38097,8,1848
2020,38097,9,2774
2020,38097,10,6234
2020,38097,11,17022
2020,38097,12,26418
2020,38099,3,9
2020,38099,4,99
2020,38099,5,304
2020,38099,6,516
2020,38099,7,1944
2020,38099,8,3698
2020,38099,9,5043
2020,38099,10,10536
2020,38099,11,33811
2020,38099,12,47935
2020,38101,3,71
2020,38101,4,562
