year,fips,date,cases
2021,5083,11,22026
2021,5083,12,32366
2021,5085,3,16
2021,5085,4,758
2021,5085,5,1391
2021,5085,6,2464
2021,5085,7,7696
2021,5085,8,13699
2021,5085,9,27152
2021,5085,10,47173
2021,5085,11,68665
2021,5085,12,102913
2021,5087,4,23
2021,5087,5,114
2021,5087,6,3304
2021,5087,7,6794
2021,5087,8,7150
2021,5087,9,9126
2021,5087,10,11793
2021,5087,11,15850
2021,5087,12,25780
2021,5089,4,21
2021,5089,5,32
2021,5089,6,71
2021,5089,7,446
2021,5089,8,830
2021,5089,9,2038
2021,5089,10,3920
2021,5089,11,9186
2021,5089,12,16136
2021,5091,4,719
2021,5091,5,1223
2021,5091,6,2184
2021,5091,7,9418
2021,5091,8,13642
2021,5091,9,21409
2021,5091,10,35200
2021,5091,11,55335
2021,5091,12,70060
2021,5093,4,230
2021,5093,5,1730
2021,5093,6,2947
2021,5093,7,12121
2021,5093,8,27867
2021,5093,9,44713
2021,5093,10,62440
2021,5093,11,84613
2021,5093,12,120364
2021,5095,4,72
2021,5095,5,146
2021,5095,6,206
2021,5095,7,905
2021,5095,8,1821
2021,5095,9,3144
2021,5095,10,5623
2021,5095,11,7787
2021,5095,12,12050
2021,5097,4,2
2021,5097,5,35
2021,5097,6,72
2021,5097,7,375
2021,5097,8,1107
2021,5097,9,3687
2021,5097,10,5303
2021,5097,11,6860
2021,5097,12,12297
2021,5099,3,2
2021,5099,4,30
2021,5099,5,107
2021,5099,6,2030
2021,5099,7,3430
2021,5099,8,3757
2021,5099,9,5382
2021,5099,10,8052
2021,5099,11,11410
2021,5099,12,15481
2021,5101,3,1
2021,5101,4,52
2021,5101,5,93
2021,5101,6,101
2021,5101,7,934
2021,5101,8,2722
2021,5101,9,5359
2021,5101,10,8506
2021,5101,11,11383
2021,5101,12,15753
2021,5103,4,131
2021,5103,5,279
2021,5103,6,438
2021,5103,7,1354
2021,5103,8,2688
2021,5103,9,5803
2021,5103,10,10107
2021,5103,11,16156
2021,5103,12,34191
2021,5105,3,2
2021,5105,4,96
2021,5105,5,322
2021,5105,6,525
2021,5105,7,1172
2021,5105,8,1468
2021,5105,9,2127
2021,5105,10,3529
2021,5105,11,6143
2021,5105,12,10188
2021,5107,4,91
2021,5107,5,217
2021,5107,6,1780
2021,5107,7,6169
2021,5107,8,9096
2021,5107,9,12597
2021,5107,10,19793
2021,5107,11,24651
2021,5107,12,33352
2021,5109,3,12
2021,5109,4,69
2021,5109,5,107
2021,5109,6,187
2021,5109,7,994
2021,5109,8,3373
2021,5109,9,5911
2021,5109,10,7591
2021,5109,11,9683
2021,5109,12,16038
2021,5111,3,28
2021,5111,4,302
2021,5111,5,844
2021,5111,6,1412
2021,5111,7,2728
2021,5111,8,8427
2021,5111,9,16433
2021,5111,10,27726
2021,5111,11,43839
2021,5111,12,63396
2021,5113,3,18
2021,5113,4,192
2021,5113,5,283
2021,5113,6,1531
2021,5113,7,3030
2021,5113,8,4253
2021,5113,9,6976
2021,5113,10,10052
2021,5113,11,16633
2021,5113,12,31539
2021,5115,3,28
2021,5115,4,864
2021,5115,5,2303
2021,5115,6,8114
2021,5115,7,23687
2021,5115,8,36860
2021,5115,9,55559
2021,5115,10,72772
2021,5115,11,97552
2021,5115,12,136360
2021,5117,4,54
2021,5117,5,62
2021,5117,6,292
2021,5117,7,1221
2021,5117,8,2675
2021,5117,9,3638
2021,5117,10,5746
2021,5117,11,8975
2021,5117,12,13689
2021,5119,3,834
2021,5119,4,9205
2021,5119,5,20747
2021,5119,6,39650
2021,5119,7,105104
2021,5119,8,158763
2021,5119,9,217479
2021,5119,10,328271
2021,5119,11,435612
2021,5119,12,621922
2021,5121,3,10
2021,5121,4,297
2021,5121,5,703
2021,5121,6,936
2021,5121,7,2873
2021,5121,8,6548
2021,5121,9,9610
2021,5121,10,17611
2021,5121,11,25220
2021,5121,12,37275
2021,5123,3,1
2021,5123,4,1434
2021,5123,5,11541
2021,5123,6,22204
2021,5123,7,29519
2021,5123,8,34291
2021,5123,9,38760
2021,5123,10,49511
2021,5123,11,57629
2021,5123,12,75284
2021,5125,3,43
2021,5125,4,1182
2021,5125,5,2570
2021,5125,6,5249
2021,5125,7,16706
2021,5125,8,30908
2021,5125,9,50946
2021,5125,10,76870
2021,5125,11,117092
2021,5125,12,190001
2021,5127,4,30
2021,5127,5,31
2021,5127,6,131
2021,5127,7,643
2021,5127,8,1799
2021,5127,9,2560
2021,5127,10,4742
2021,5127,11,9079
2021,5127,12,14327
2021,5129,3,29
2021,5129,4,172
2021,5129,5,186
2021,5129,6,203
2021,5129,7,545
2021,5129,8,1043
2021,5129,9,3560
2021,5129,10,5288
2021,5129,11,7634
2021,5129,12,12900
2021,5131,3,28
2021,5131,4,312
2021,5131,5,563
2021,5131,6,5640
2021,5131,7,31551
2021,5131,8,62992
2021,5131,9,90359
2021,5131,10,129014
2021,5131,11,183150
2021,5131,12,249891
2021,5133,3,14
2021,5133,4,236
2021,5133,5,1710
2021,5133,6,13611
2021,5133,7,25686
2021,5133,8,29130
2021,5133,9,32060
2021,5133,10,39446
2021,5133,11,47383
2021,5133,12,57127
2021,5135,4,67
2021,5135,5,891
2021,5135,6,1449
2021,5135,7,2300
2021,5135,8,3433
2021,5135,9,4996
2021,5135,10,9116
2021,5135,11,16140
2021,5135,12,26803
2021,5137,3,26
2021,5137,4,196
2021,5137,5,249
2021,5137,6,316
2021,5137,7,899
2021,5137,8,2767
2021,5137,9,7619
2021,5137,10,11220
2021,5137,11,13011
2021,5137,12,18835
2021,5139,3,26
2021,5139,4,680
2021,5139,5,3414
2021,5139,6,6068
2021,5139,7,9497
2021,5139,8,14631
2021,5139,9,21277
2021,5139,10,31408
2021,5139,11,40768
2021,5139,12,58920
2021,5141,3,107
2021,5141,4,749
2021,5141,5,840
2021,5141,6,883
2021,5141,7,1196
2021,5141,8,1775
2021,5141,9,4203
2021,5141,10,5659
2021,5141,11,8609
2021,5141,12,17496
2021,5143,3,102
2021,5143,4,1461
2021,5143,5,5660
2021,5143,6,55324
2021,5143,7,150704
2021,5143,8,178902
2021,5143,9,224158
2021,5143,10,332496
2021,5143,11,408768
2021,5143,12,576164
2021,5145,3,41
2021,5145,4,836
2021,5145,5,1125
2021,5145,6,1829
2021,5145,7,4922
2021,5145,8,10507
2021,5145,9,18211
2021,5145,10,37109
2021,5145,11,70762
2021,5145,12,114706
2021,5147,3,7
2021,5147,4,29
2021,5147,5,32
2021,5147,6,104
2021,5147,7,417
2021,5147,8,656
2021,5147,9,998
2021,5147,10,2561
2021,5147,11,5106
2021,5147,12,8234
2021,5149,4,46
2021,5149,5,1312
2021,5149,6,9678
2021,5149,7,26604
2021,5149,8,30272
2021,5149,9,31730
2021,5149,10,39291
2021,5149,11,45142
2021,5149,12,60486
2021,6001,3,2453
2021,6001,4,30470
2021,6001,5,72768
2021,6001,6,131413
2021,6001,7,268879
2021,6001,8,409201
2021,6001,9,528879
2021,6001,10,655228
2021,6001,11,791089
2021,6001,12,1247644
2021,6003,4,39
2021,6003,5,59
2021,6003,6,40
2021,6003,7,47
2021,6003,8,56
2021,6003,9,52
2021,6003,10,87
2021,6003,11,569
2021,6003,12,1854
2021,6005,3,10
2021,6005,4,151
2021,6005,5,246
2021,6005,6,344
2021,6005,7,1624
2021,6005,8,5638
2021,6005,9,7331
2021,6005,10,9027
2021,6005,11,12516
2021,6005,12,44489
2021,6007,3,42
2021,6007,4,431
2021,6007,5,804
2021,6007,6,2694
2021,6007,7,15245
2021,6007,8,39979
2021,6007,9,66801
2021,6007,10,83988
2021,6007,11,105379
2021,6007,12,163409
2021,6009,3,19
2021,6009,4,279
2021,6009,5,402
2021,6009,6,715
2021,6009,7,2427
2021,6009,8,4962
2021,6009,9,7565
2021,6009,10,9714
2021,6009,11,12150
2021,6009,12,25150
2021,6011,3,4
2021,6011,4,80
2021,6011,5,112
2021,6011,6,316
2021,6011,7,5377
2021,6011,8,11507
2021,6011,9,13139
2021,6011,10,15832
2021,6011,11,18695
2021,6011,12,31997
2021,6013,3,1221
2021,6013,4,18210
2021,6013,5,34707
2021,6013,6,60386
2021,6013,7,166351
2021,6013,8,299139
2021,6013,9,393887
2021,6013,10,538457
2021,6013,11,642279
2021,6013,12,1003476
2021,6015,4,59
2021,6015,5,481
2021,6015,6,1339
2021,6015,7,1988
2021,6015,8,3084
2021,6015,9,3215
2021,6015,10,4896
2021,6015,11,7288
2021,6015,12,16934
2021,6017,3,72
2021,6017,4,1015
2021,6017,5,1766
2021,6017,6,3656
2021,6017,7,12123
2021,6017,8,23647
2021,6017,9,26691
2021,6017,10,34155
2021,6017,11,52407
2021,6017,12,123716
2021,6019,3,294
2021,6019,4,8629
2021,6019,5,34957
2021,6019,6,86565
2021,6019,7,299118
2021,6019,8,577514
2021,6019,9,687132
2021,6019,10,807688
2021,6019,11,1037439
2021,6019,12,1558495
2021,6021,3,4
2021,6021,4,104
2021,6021,5,284
2021,6021,6,1232
2021,6021,7,6007
2021,6021,8,11031
2021,6021,9,12830
2021,6021,10,17008
2021,6021,11,23435
2021,6021,12,36197
2021,6023,2,9
2021,6023,3,124
2021,6023,4,1483
2021,6023,5,2263
2021,6023,6,3292
2021,6023,7,5644
2021,6023,8,8715
2021,6023,9,11822
2021,6023,10,16317
2021,6023,11,20891
2021,6023,12,41318
2021,6025,3,155
2021,6025,4,4546
2021,6025,5,26954
2021,6025,6,121687
2021,6025,7,253765
2021,6025,8,290907
2021,6025,9,275229
2021,6025,10,385739
2021,6025,11,431137
2021,6025,12,602746
2021,6027,3,29
2021,6027,4,453
2021,6027,5,600
2021,6027,6,668
2021,6027,7,1100
2021,6027,8,3105
2021,6027,9,4269
2021,6027,10,6111
2021,6027,11,7895
2021,6027,12,12341
2021,6029,3,306
2021,6029,4,15562
2021,6029,5,43330
2021,6029,6,98902
2021,6029,7,306526
2021,6029,8,767082
2021,6029,9,780073
2021,6029,10,998363
2021,6029,11,1120450
2021,6029,12,1693082
2021,6031,3,7
2021,6031,4,848
2021,6031,5,13012
2021,6031,6,53208
2021,6031,7,101251
2021,6031,8,148598
2021,6031,9,182294
2021,6031,10,235301
2021,6031,11,290101
2021,6031,12,428860
2021,6033,4,127
2021,6033,5,341
2021,6033,6,1020
2021,6033,7,4137
2021,6033,8,7518
2021,6033,9,10749
2021,6033,10,18626
2021,6033,11,23904
2021,6033,12,38933
2021,6035,5,39
2021,6035,6,1291
2021,6035,7,13117
2021,6035,8,19814
2021,6035,9,17575
2021,6035,10,22685
2021,6035,11,36664
2021,6035,12,108607
2021,6037,1,6
2021,6037,2,28
2021,6037,3,13069
2021,6037,4,362305
2021,6037,5,1088990
2021,6037,6,2206749
2021,6037,7,4534053
2021,6037,8,6313711
2021,6037,9,6220354
2021,6037,10,8631782
2021,6037,11,10393607
2021,6037,12,17784563
2021,6039,3,114
2021,6039,4,989
2021,6039,5,2243
2021,6039,6,7639
2021,6039,7,37365
2021,6039,8,87048
2021,6039,9,103176
2021,6039,10,140351
2021,6039,11,166813
2021,6039,12,256493
2021,6041,2,4
2021,6041,3,744
2021,6041,4,5377
2021,6041,5,9785
2021,6041,6,26973
2021,6041,7,115998
2021,6041,8,169436
2021,6041,9,157433
2021,6041,10,208792
2021,6041,11,222838
2021,6041,12,253564
2021,6043,4,5
2021,6043,5,448
2021,6043,6,513
2021,6043,7,1163
2021,6043,8,1947
2021,6043,9,1797
2021,6043,10,2254
2021,6043,11,2965
2021,6043,12,5803
2021,6045,3,23
2021,6045,4,166
2021,6045,5,537
2021,6045,6,1433
2021,6045,7,5516
2021,6045,8,15310
2021,6045,9,19461
2021,6045,10,32312
2021,6045,11,40167
2021,6045,12,64480
2021,6047,3,37
2021,6047,4,2137
2021,6047,5,6217
2021,6047,6,14631
2021,6047,7,71877
2021,6047,8,192875
2021,6047,9,200301
2021,6047,10,279128
2021,6047,11,319652
2021,6047,12,468224
2021,6049,7,6
2021,6049,8,149
2021,6049,9,572
2021,6049,10,915
2021,6049,11,2780
2021,6049,12,7153
2021,6051,3,57
2021,6051,4,664
2021,6051,5,954
2021,6051,6,1099
2021,6051,7,2298
2021,6051,8,4868
2021,6051,9,3938
2021,6051,10,5057
2021,6051,11,12989
2021,6051,12,21543
2021,6053,3,288
2021,6053,4,3489
2021,6053,5,9709
2021,6053,6,29739
2021,6053,7,94160
2021,6053,8,195080
2021,6053,9,224869
2021,6053,10,316575
2021,6053,11,396511
2021,6053,12,652831
2021,6055,2,4
2021,6055,3,101
2021,6055,4,1263
2021,6055,5,2718
2021,6055,6,5751
2021,6055,7,18297
2021,6055,8,37338
2021,6055,9,38555
2021,6055,10,54075
2021,6055,11,75948
2021,6055,12,133678
2021,6057,3,101
2021,6057,4,1050
2021,6057,5,1189
2021,6057,6,1890
2021,6057,7,6081
2021,6057,8,11682
2021,6057,9,12177
2021,6057,10,17511
2021,6057,11,27308
2021,6057,12,58598
2021,6059,1,7
2021,6059,2,28
2021,6059,3,2710
2021,6059,4,41979
2021,6059,5,126339
2021,6059,6,270638
2021,6059,7,837060
2021,6059,8,1287002
2021,6059,9,1273630
2021,6059,10,1813259
2021,6059,11,2069168
2021,6059,12,3529421
2021,6061,3,502
2021,6061,4,3631
2021,6061,5,5140
2021,6061,6,12054
2021,6061,7,37889
2021,6061,8,77671
2021,6061,9,78863
2021,6061,10,113096
2021,6061,11,161668
2021,6061,12,315937
2021,6063,3,1
2021,6063,4,102
2021,6063,5,118
2021,6063,6,138
2021,6063,7,489
2021,6063,8,993
2021,6063,9,1040
2021,6063,10,1646
2021,6063,11,3996
2021,6063,12,9266
2021,6065,3,1729
2021,6065,4,64032
2021,6065,5,163992
2021,6065,6,342278
2021,6065,7,879941
2021,6065,8,1423782
2021,6065,9,1249606
2021,6065,10,1843886
2021,6065,11,2297444
2021,6065,12,4090231
2021,6067,2,14
2021,6067,3,1759
2021,6067,4,22373
2021,6067,5,35694
2021,6067,6,53069
2021,6067,7,202602
2021,6067,8,426385
2021,6067,9,486823
2021,6067,10,755682
2021,6067,11,936862
2021,6067,12,1612461
2021,6069,3,130
2021,6069,4,1106
2021,6069,5,1869
2021,6069,6,3972
2021,6069,7,12964
2021,6069,8,26373
2021,6069,9,29482
2021,6069,10,43466
2021,6069,11,49182
2021,6069,12,83886
2021,6071,3,747
2021,6071,4,32855
2021,6071,5,103569
2021,6071,6,230022
2021,6071,7,684747
2021,6071,8,1213462
2021,6071,9,1201420
2021,6071,10,1722247
2021,6071,11,2317346
2021,6071,12,4259881
2021,6073,2,20
2021,6073,3,4546
2021,6073,4,62571
2021,6073,5,166822
2021,6073,6,285394
2021,6073,7,683843
2021,6073,8,1068211
2021,6073,9,1019463
2021,6073,10,1555615
2021,6073,11,2003139
2021,6073,12,3612609
2021,6075,2,62
2021,6075,3,2975
2021,6075,4,28675
2021,6075,5,60793
2021,6075,6,84390
2021,6075,7,152763
2021,6075,8,253561
2021,6075,9,254974
2021,6075,10,354400
2021,6075,11,414108
2021,6075,12,600937
2021,6077,3,1014
2021,6077,4,10541
2021,6077,5,18786
2021,6077,6,54486
2021,6077,7,239550
2021,6077,8,453565
2021,6077,9,469961
2021,6077,10,636353
2021,6077,11,717219
2021,6077,12,1085784
2021,6079,3,583
2021,6079,4,3818
2021,6079,5,6887
2021,6079,6,10709
2021,6079,7,36047
2021,6079,8,73196
2021,6079,9,80842
2021,6079,10,123207
2021,6079,11,156921
2021,6079,12,245845
2021,6081,3,2785
2021,6081,4,23533
2021,6081,5,47799
2021,6081,6,73713
2021,6081,7,134268
2021,6081,8,214129
2021,6081,9,215599
2021,6081,10,309648
2021,6081,11,379405
2021,6081,12,597811
2021,6083,3,523
2021,6083,4,9776
2021,6083,5,37443
2021,6083,6,57131
2021,6083,7,146895
2021,6083,8,226293
2021,6083,9,203574
2021,6083,10,286805
2021,6083,11,318510
2021,6083,12,436403
2021,6085,1,1
2021,6085,2,56
2021,6085,3,7191
2021,6085,4,48490
2021,6085,5,71270
2021,6085,6,94198
2021,6085,7,221050
2021,6085,8,434973
2021,6085,9,481218
2021,6085,10,691602
2021,6085,11,868721
2021,6085,12,1597907
2021,6087,3,379
2021,6087,4,2827
2021,6087,5,4630
2021,6087,6,7712
2021,6087,7,21858
2021,6087,8,43784
2021,6087,9,52284
2021,6087,10,80303
2021,6087,11,107313
2021,6087,12,193409
2021,6089,3,49
2021,6089,4,700
2021,6089,5,981
2021,6089,6,1800
2021,6089,7,6890
2021,6089,8,14608
2021,6089,9,16309
2021,6089,10,49106
2021,6089,11,101550
2021,6089,12,210454
2021,6091,5,10
2021,6091,6,28
2021,6091,7,31
2021,6091,8,134
2021,6091,9,138
2021,6091,10,174
2021,6091,11,322
2021,6091,12,645
2021,6093,3,31
2021,6093,4,136
2021,6093,5,163
2021,6093,6,492
2021,6093,7,1448
2021,6093,8,3379
2021,6093,9,3670
2021,6093,10,5413
2021,6093,11,12846
2021,6093,12,29822
2021,6095,2,46
2021,6095,3,628
2021,6095,4,4646
2021,6095,5,12011
2021,6095,6,21909
2021,6095,7,76654
2021,6095,8,143634
2021,6095,9,140015
2021,6095,10,209667
2021,6095,11,269042
2021,6095,12,450218
2021,6097,2,4
2021,6097,3,575
2021,6097,4,4982
2021,6097,5,11437
2021,6097,6,23767
2021,6097,7,60349
2021,6097,8,132364
2021,6097,9,153563
2021,6097,10,270231
2021,6097,11,329509
2021,6097,12,469551
2021,6099,3,225
2021,6099,4,5515
2021,6099,5,16320
2021,6099,6,40677
2021,6099,7,179644
2021,6099,8,370292
2021,6099,9,371462
2021,6099,10,545572
2021,6099,11,600788
2021,6099,12,949321
2021,6101,3,33
2021,6101,4,702
2021,6101,5,1082
2021,6101,6,2835
2021,6101,7,14610
2021,6101,8,34492
2021,6101,9,39062
2021,6101,10,52398
2021,6101,11,74209
2021,6101,12,159314
2021,6103,4,26
2021,6103,5,60
2021,6103,6,727
2021,6103,7,3963
2021,6103,8,9695
2021,6103,9,12028
2021,6103,10,22501
2021,6103,11,37885
2021,6103,12,73825
2021,6105,5,40
2021,6105,6,81
2021,6105,7,98
2021,6105,8,257
2021,6105,9,380
2021,6105,10,695
2021,6105,11,2420
2021,6105,12,6492
2021,6107,3,305
2021,6107,4,9810
2021,6107,5,39625
2021,6107,6,83555
2021,6107,7,205587
2021,6107,8,373631
2021,6107,9,372104
2021,6107,10,529963
2021,6107,11,576908
2021,6107,12,811449
2021,6109,3,3
2021,6109,4,57
2021,6109,5,80
2021,6109,6,334
2021,6109,7,2680
2021,6109,8,4893
2021,6109,9,5047
2021,6109,10,7826
2021,6109,11,17537
2021,6109,12,61900
2021,6111,3,887
2021,6111,4,10831
2021,6111,5,23565
2021,6111,6,51711
2021,6111,7,161030
2021,6111,8,287187
2021,6111,9,290743
2021,6111,10,413267
2021,6111,11,488912
2021,6111,12,888105
2021,6113,3,182
2021,6113,4,3223
2021,6113,5,5376
2021,6113,6,8965
2021,6113,7,32450
2021,6113,8,61893
2021,6113,9,59684
2021,6113,10,94343
2021,6113,11,114259
2021,6113,12,202682
2021,6115,3,38
2021,6115,4,414
2021,6115,5,718
2021,6115,6,1214
2021,6115,7,7686
2021,6115,8,23000
2021,6115,9,25381
2021,6115,10,39073
2021,6115,11,46959
2021,6115,12,92234
2021,8001,3,837
2021,8001,4,23707
2021,8001,5,73085
2021,8001,6,109809
2021,8001,7,154716
2021,8001,8,211599
2021,8001,9,195545
2021,8001,10,365193
2021,8001,11,658642
2021,8001,12,1114726
2021,8003,3,5
2021,8003,4,209
2021,8003,5,1175
2021,8003,6,3917
2021,8003,7,6465
2021,8003,8,7193
2021,8003,9,5542
2021,8003,10,8448
2021,8003,11,13587
2021,8003,12,25152
2021,8005,3,1809
2021,8005,4,40358
2021,8005,5,104474
2021,8005,6,140454
2021,8005,7,183872
2021,8005,8,235591
2021,8005,9,206172
2021,8005,10,347301
2021,8005,11,612389
2021,8005,12,1052030
2021,8007,3,2
2021,8007,4,183
2021,8007,5,232
2021,8007,6,233
2021,8007,7,552
2021,8007,8,1245
2021,8007,9,1207
2021,8007,10,1864
2021,8007,11,3631
2021,8007,12,11957
2021,8009,3,6
2021,8009,4,284
2021,8009,5,344
2021,8009,6,356
2021,8009,7,434
2021,8009,8,463
2021,8009,9,414
2021,8009,10,737
2021,8009,11,1625
2021,8009,12,4769
2021,8011,5,31
2021,8011,6,91
2021,8011,7,145
2021,8011,8,295
2021,8011,9,264
2021,8011,10,390
2021,8011,11,1741
2021,8011,12,21743
2021,8013,3,737
2021,8013,4,9761
2021,8013,5,24072
2021,8013,6,33465
2021,8013,7,48636
2021,8013,8,66355
2021,8013,9,78456
2021,8013,10,152459
2021,8013,11,245063
2021,8013,12,411449
2021,8014,3,112
2021,8014,4,2688
2021,8014,5,5965
2021,8014,6,7828
2021,8014,7,10567
2021,8014,8,14587
2021,8014,9,13705
2021,8014,10,25049
2021,8014,11,46336
2021,8014,12,74531
2021,8015,3,79
2021,8015,4,1152
2021,8015,5,2008
2021,8015,6,2253
2021,8015,7,4977
2021,8015,8,9432
2021,8015,9,7434
2021,8015,10,11418
2021,8015,11,15580
2021,8015,12,26607
2021,8017,5,111
2021,8017,6,145
2021,8017,7,194
2021,8017,8,271
2021,8017,9,273
2021,8017,10,443
2021,8017,11,993
2021,8017,12,2546
2021,8019,3,45
2021,8019,4,306
2021,8019,5,434
2021,8019,6,490
2021,8019,7,681
2021,8019,8,968
2021,8019,9,847
2021,8019,10,1886
2021,8019,11,4177
2021,8019,12,7376
2021,8021,5,25
2021,8021,6,227
2021,8021,7,560
2021,8021,8,811
2021,8021,9,731
2021,8021,10,1546
2021,8021,11,3706
2021,8021,12,8041
2021,8023,3,9
2021,8023,4,90
2021,8023,5,106
2021,8023,6,404
2021,8023,7,681
2021,8023,8,768
2021,8023,9,736
2021,8023,10,1064
2021,8023,11,1732
2021,8023,12,3803
2021,8025,3,13
2021,8025,4,50
2021,8025,5,1065
2021,8025,6,1887
2021,8025,7,2213
2021,8025,8,2180
2021,8025,9,1681
2021,8025,10,2519
2021,8025,11,18802
2021,8025,12,45851
2021,8027,4,57
2021,8027,5,58
2021,8027,6,58
2021,8027,7,200
2021,8027,8,393
2021,8027,9,391
2021,8027,10,596
2021,8027,11,1436
2021,8027,12,3814
2021,8029,3,9
2021,8029,4,487
2021,8029,5,1680
2021,8029,6,2258
2021,8029,7,2672
2021,8029,8,3996
2021,8029,9,3968
2021,8029,10,5911
2021,8029,11,11477
2021,8029,12,34054
2021,8031,3,3436
2021,8031,4,48624
2021,8031,5,127740
2021,8031,6,187109
2021,8031,7,256010
2021,8031,8,326741
2021,8031,9,295389
2021,8031,10,492759
2021,8031,11,853028
2021,8031,12,1341669
2021,8033,7,22
2021,8033,8,45
2021,8033,9,65
2021,8033,10,93
2021,8033,11,209
2021,8033,12,1288
2021,8035,3,913
2021,8035,4,9587
2021,8035,5,18249
2021,8035,6,23049
2021,8035,7,39296
2021,8035,8,57367
2021,8035,9,56703
2021,8035,10,102605
2021,8035,11,219689
2021,8035,12,416935
2021,8037,3,1866
2021,8037,4,13426
2021,8037,5,17026
2021,8037,6,17820
2021,8037,7,25645
2021,8037,8,35274
2021,8037,9,28210
2021,8037,10,41906
2021,8037,11,53921
2021,8037,12,90364
2021,8039,3,36
2021,8039,4,537
2021,8039,5,1261
2021,8039,6,1581
2021,8039,7,2108
2021,8039,8,3382
2021,8039,9,3186
2021,8039,10,5806
2021,8039,11,12336
2021,8039,12,24853
2021,8041,3,1685
2021,8041,4,19560
2021,8041,5,39419
2021,8041,6,56468
2021,8041,7,106040
2021,8041,8,168809
2021,8041,9,146265
2021,8041,10,266679
2021,8041,11,573125
2021,8041,12,1115697
2021,8043,3,10
2021,8043,4,312
2021,8043,5,732
2021,8043,6,828
2021,8043,7,1974
2021,8043,8,4200
2021,8043,9,3870
2021,8043,10,12648
2021,8043,11,50554
2021,8043,12,119572
2021,8045,3,203
2021,8045,4,1915
2021,8045,5,3317
2021,8045,6,5929
2021,8045,7,14709
2021,8045,8,24441
2021,8045,9,20988
2021,8045,10,32974
2021,8045,11,49728
2021,8045,12,97254
2021,8047,4,22
2021,8047,5,73
2021,8047,6,165
2021,8047,7,322
2021,8047,8,516
2021,8047,9,416
2021,8047,10,718
2021,8047,11,1773
2021,8047,12,3341
2021,8049,3,29
2021,8049,4,130
2021,8049,5,189
2021,8049,6,488
2021,8049,7,972
2021,8049,8,1640
2021,8049,9,1624
2021,8049,10,3745
2021,8049,11,6976
2021,8049,12,16313
2021,8051,3,681
2021,8051,4,3443
2021,8051,5,5277
2021,8051,6,5276
2021,8051,7,6109
2021,8051,8,8585
2021,8051,9,6499
2021,8051,10,9326
2021,8051,11,11711
2021,8051,12,17896
2021,8053,3,10
2021,8053,4,66
2021,8053,5,90
2021,8053,6,87
2021,8053,7,93
2021,8053,8,93
2021,8053,9,66
2021,8053,10,94
2021,8053,11,173
2021,8053,12,350
2021,8055,3,7
2021,8055,4,35
2021,8055,5,84
2021,8055,6,98
2021,8055,7,147
2021,8055,8,243
2021,8055,9,341
2021,8055,10,854
2021,8055,11,2687
2021,8055,12,7400
2021,8057,6,7
2021,8057,7,191
2021,8057,8,274
2021,8057,9,207
2021,8057,10,279
2021,8057,11,398
2021,8057,12,797
2021,8059,3,1720
2021,8059,4,25820
2021,8059,5,54399
2021,8059,6,69428
2021,8059,7,99637
2021,8059,8,135900
2021,8059,9,116836
2021,8059,10,215438
2021,8059,11,422994
2021,8059,12,808520
2021,8061,9,7
2021,8061,10,73
2021,8061,11,430
2021,8061,12,1705
2021,8063,3,8
2021,8063,4,357
2021,8063,5,751
2021,8063,6,819
2021,8063,7,1115
2021,8063,8,1928
2021,8063,9,1726
2021,8063,10,3138
2021,8063,11,6587
2021,8063,12,12061
2021,8065,3,1
2021,8065,4,233
2021,8065,5,745
2021,8065,6,1096
2021,8065,7,1785
2021,8065,8,2415
2021,8065,9,2044
2021,8065,10,3459
2021,8065,11,6103
2021,8065,12,11343
2021,8067,3,103
2021,8067,4,1306
2021,8067,5,2029
2021,8067,6,2170
2021,8067,7,4765
2021,8067,8,6905
2021,8067,9,5519
2021,8067,10,9154
2021,8067,11,21837
2021,8067,12,59103
2021,8069,3,681
2021,8069,4,6677
2021,8069,5,14555
2021,8069,6,18406
2021,8069,7,31836
2021,8069,8,50347
2021,8069,9,50607
2021,8069,10,105967
2021,8069,11,204134
2021,8069,12,409577
2021,8071,4,62
2021,8071,5,127
2021,8071,6,180
2021,8071,7,341
2021,8071,8,534
2021,8071,9,480
2021,8071,10,1418
2021,8071,11,4021
2021,8071,12,12084
2021,8073,3,5
2021,8073,4,64
2021,8073,5,87
2021,8073,6,93
2021,8073,7,149
2021,8073,8,239
2021,8073,9,197
2021,8073,10,707
2021,8073,11,2339
2021,8073,12,20654
2021,8075,3,32
2021,8075,4,1895
2021,8075,5,13297
2021,8075,6,17702
2021,8075,7,19905
2021,8075,8,20464
2021,8075,9,17744
2021,8075,10,32109
2021,8075,11,53234
2021,8075,12,88660
2021,8077,3,78
2021,8077,4,982
2021,8077,5,1476
2021,8077,6,2059
2021,8077,7,5306
2021,8077,8,10479
2021,8077,9,11489
2021,8077,10,31341
2021,8077,11,108514
2021,8077,12,239760
2021,8079,3,4
2021,8079,4,60
2021,8079,5,58
2021,8079,6,77
2021,8079,7,473
2021,8079,8,551
2021,8079,9,454
2021,8079,10,616
2021,8079,11,720
2021,8079,12,1186
2021,8081,3,12
2021,8081,4,131
2021,8081,5,180
2021,8081,6,237
2021,8081,7,524
2021,8081,8,935
2021,8081,9,879
2021,8081,10,1644
2021,8081,11,4778
2021,8081,12,13888
2021,8083,3,3
2021,8083,4,337
2021,8083,5,848
2021,8083,6,1716
2021,8083,7,2670
2021,8083,8,3588
