,PCIncome,fip-year,fips,POPESTIMATE,MFratio,POPEST_MALE,POPEST_FEM,MEDIAN_AGE_TOT,UNDER5_TOT,AGE513_TOT,AGE1544_TOT,AGE4564_TOT,AGE65PLUS_TOT,RUCC_2013,WA,BA,IA,AA,NA,TOM,NH,H
176,46583.0,12109-2021,12109,292466,0.964955892529612,143625,148841,44.0,13518,33616,98991,82119,60090,1.0,257246,16370,1008,10765,294,6783,268138,24328
177,27121.0,12111-2019,12111,328063,0.9521633313696436,160012,168051,45.7,16431,32788,108416,85917,80627,2.0,240885,70685,1882,6586,360,7665,263159,64904
178,28426.0,12111-2020,12111,331275,0.9659070678298024,162765,168510,45.6,16261,33488,109673,86936,80933,2.0,242119,72265,1944,6591,372,7984,263489,67786
179,31289.0,12111-2021,12111,343579,0.9658473228283384,168805,174774,45.4,16820,34346,115051,89090,83980,2.0,249218,76449,2112,6940,393,8467,270917,72662
180,31691.0,12113-2019,12113,184587,1.039635359116022,94087,90500,39.8,10265,20564,70960,50421,29939,2.0,160345,11990,1592,3985,317,6358,173684,10903
181,32322.0,12113-2020,12113,189133,1.0507557521740074,96907,92226,39.9,10364,21445,72613,51576,30554,2.0,164025,12307,1591,4164,342,6704,177566,11567
182,35253.0,12113-2021,12113,193998,1.0527151140644178,99490,94508,40.0,10304,21804,75117,52301,31824,2.0,167626,12873,1644,4363,354,7138,181652,12346
183,41081.0,12115-2019,12115,435006,0.9106026001405482,207326,227680,57.1,15124,30819,108811,113898,162658,2.0,397786,20571,1398,8077,269,6905,393365,41641
184,44402.0,12115-2020,12115,435664,0.9224258898076974,209042,226622,57.1,14714,31354,109110,115063,161550,2.0,397807,20561,1471,8307,288,7230,392742,42922
185,48265.0,12115-2021,12115,447057,0.923123580425356,214593,232464,57.3,14771,31802,113001,117120,166393,2.0,407567,21156,1537,8887,303,7607,401978,45079
186,35175.0,12117-2019,12117,471791,0.9367367129034774,228190,243601,39.4,24617,50107,191261,124724,75179,1.0,370240,61735,2258,23603,582,13373,365982,105809
187,36016.0,12117-2020,12117,471058,0.9482837774680392,229277,241781,39.5,24014,50657,190841,124477,74933,1.0,368203,62260,2263,24052,590,13690,362782,108276
188,38429.0,12117-2021,12117,470093,0.9487739662141156,228868,241225,39.8,23435,49997,190125,123325,77037,1.0,365551,63122,2271,24638,618,13893,360751,109342
189,35560.0,12119-2019,12119,133772,0.9847772222139796,66373,67399,68.2,2537,4766,21047,26617,78257,3.0,120755,9760,524,1278,120,1335,125857,7915
190,35879.0,12119-2020,12119,130897,0.9958070319885342,65311,65586,68.2,2333,4806,20592,26373,76244,3.0,118255,9293,538,1318,117,1376,122977,7920
191,39922.0,12119-2021,12119,135638,0.9944125042273816,67629,68009,68.3,2366,4964,21512,27344,78902,3.0,122471,9554,573,1456,119,1465,127214,8424
192,22808.0,12121-2019,12121,44420,1.0539140888703935,22793,21627,43.2,2376,4799,15303,11784,9618,6.0,37404,5608,323,287,37,761,40034,4386
193,23389.0,12121-2020,12121,43510,1.0668851836017292,22459,21051,43.0,2281,4781,15065,11464,9360,6.0,36684,5353,362,293,40,778,39038,4472
194,24302.0,12121-2021,12121,44485,1.0668587092877386,22962,21523,42.8,2348,4836,15519,11492,9683,6.0,37452,5441,367,325,43,857,39788,4697
195,17391.0,12123-2019,12123,21537,1.1907232224595667,11706,9831,42.0,1181,2206,7920,5532,4489,6.0,16383,4279,214,196,9,456,20621,916
196,19492.0,12123-2020,12123,21760,1.2129563714024203,11927,9833,42.0,1141,2265,7967,5628,4510,6.0,16605,4283,215,195,10,452,20811,949
197,23401.0,12123-2021,12123,21815,1.2210344125432702,11993,9822,42.1,1119,2230,8020,5602,4584,6.0,16674,4259,216,192,12,462,20833,982
198,17010.0,12125-2019,12125,15213,1.8261192643507336,9830,5383,39.6,804,1553,6132,4264,2288,6.0,11317,3434,93,90,7,272,14352,861
199,20663.0,12125-2020,12125,16126,1.8466019417475728,10461,5665,39.5,862,1671,6493,4486,2412,6.0,11973,3689,91,96,6,271,15180,946
200,20226.0,12125-2021,12125,16335,1.85227867993714,10608,5727,39.2,856,1701,6670,4457,2436,6.0,12023,3777,91,106,6,332,15352,983
201,28517.0,12127-2019,12127,554065,0.9524661970490914,270288,283777,47.1,25807,49200,184571,151360,137658,2.0,463389,64046,2669,10942,455,12564,470838,83227
202,29859.0,12127-2020,12127,554901,0.9618901145523971,272061,282840,47.1,25307,49886,184430,152138,137379,2.0,463357,64533,2785,10834,473,12919,468483,86418
203,32231.0,12127-2021,12127,564412,0.960812378841464,276566,287846,47.0,25263,50470,188847,152489,141305,2.0,470134,66129,2892,11165,523,13569,473427,90985
204,25733.0,12129-2019,12129,33636,1.1820304897826792,18221,15415,40.8,1751,3491,13010,9631,5294,2.0,27694,4693,253,220,32,744,32323,1313
205,28320.0,12129-2020,12129,33907,1.1826198905696814,18372,15535,41.1,1697,3555,13070,9753,5378,2.0,27944,4667,260,237,33,766,32496,1411
206,29425.0,12129-2021,12129,34690,1.1824473104749922,18795,15895,41.0,1732,3629,13463,9828,5586,2.0,28532,4789,256,243,35,835,33165,1525
207,34475.0,12131-2019,12131,74127,1.0163479585452766,37364,36763,44.2,4181,7696,24968,21503,14900,3.0,66447,3907,595,987,140,2051,69401,4726
208,35996.0,12131-2020,12131,75855,1.0246356696738377,38389,37466,44.3,4191,7994,25464,22049,15259,3.0,67976,4013,612,1007,144,2103,70962,4893
209,38777.0,12131-2021,12131,80069,1.0201589504226063,40434,39635,44.0,4305,8509,27222,23021,16096,3.0,71753,4228,659,1075,151,2203,74643,5426
210,18401.0,12133-2019,12133,25647,1.174949118046133,13855,11792,41.0,1339,2561,9910,7025,4506,6.0,20578,3839,331,179,85,635,24632,1015
211,19375.0,12133-2020,12133,25357,1.187079523891668,13763,11594,40.9,1296,2573,9823,6948,4402,6.0,20369,3686,339,183,93,687,24336,1021
212,21389.0,12133-2021,12133,25436,1.1929476679024054,13837,11599,41.1,1295,2514,9892,6947,4466,6.0,20386,3691,346,188,105,720,24402,1034
213,21300.0,13001-2019,13001,18389,0.9953342013888888,9173,9216,39.6,1176,2369,6600,4718,3252,7.0,14195,3586,97,153,43,315,16564,1825
214,21675.0,13001-2020,13001,18428,1.0071887593944016,9247,9181,39.8,1168,2344,6594,4741,3310,7.0,14197,3588,103,164,45,331,16590,1838
215,22109.0,13001-2021,13001,18488,1.0039020160416214,9262,9226,39.7,1148,2344,6651,4642,3431,7.0,14231,3600,107,166,44,340,16583,1905
216,20338.0,13003-2019,13003,8269,1.0397138628515046,4215,4054,36.3,576,1070,3268,2075,1159,9.0,6363,1402,129,79,91,205,6078,2191
217,20887.0,13003-2020,13003,8301,1.0440778133464663,4240,4061,36.0,584,1081,3279,2104,1124,9.0,6366,1376,155,89,97,218,6038,2263
218,20287.0,13003-2021,13003,8391,1.0322111891499153,4262,4129,36.1,580,1075,3328,2123,1160,9.0,6426,1388,156,92,100,229,6087,2304
219,20326.0,13005-2019,13005,11098,0.9573192239858906,5428,5670,38.4,754,1429,4206,2703,1851,7.0,8926,1804,45,88,20,215,10145,953
220,19882.0,13005-2020,13005,11123,0.9627668960649374,5456,5667,38.6,754,1425,4165,2716,1894,7.0,8911,1834,47,91,16,224,10170,953
221,22846.0,13005-2021,13005,11079,0.9546577275935074,5411,5668,38.5,740,1403,4148,2712,1905,7.0,8866,1818,54,92,16,233,10108,971
222,22525.0,13007-2019,13007,3047,0.9837239583333334,1511,1536,47.6,175,279,943,886,731,3.0,1622,1332,14,35,2,42,2862,185
223,25691.0,13007-2020,13007,2844,1.0,1422,1422,47.3,156,267,896,802,690,3.0,1517,1218,19,42,2,46,2660,184
224,22872.0,13007-2021,13007,2819,1.003553660270078,1412,1407,47.4,134,278,899,775,702,3.0,1515,1186,22,46,2,48,2628,191
225,21716.0,13009-2019,13009,45006,1.0286680189317106,22821,22185,36.1,2113,4268,19753,10892,7476,4.0,24344,19123,149,743,39,608,43920,1086
226,26934.0,13009-2020,13009,43773,1.037090469099032,22285,21488,36.3,1952,4201,19289,10527,7299,4.0,23633,18588,142,744,38,628,42671,1102
227,28455.0,13009-2021,13009,43781,1.0387910962093694,22307,21474,36.5,1963,4101,19386,10371,7468,4.0,23697,18489,152,745,39,659,42593,1188
228,21403.0,13011-2019,13011,19175,1.0351305455317343,9753,9422,41.6,1097,2098,7002,5319,3405,8.0,17970,550,118,207,22,308,17806,1369
229,24303.0,13011-2020,13011,18069,1.051663449528784,9262,8807,41.8,984,1948,6581,5073,3235,8.0,16845,525,134,199,22,344,16686,1383
230,26125.0,13011-2021,13011,18562,1.050823113468125,9511,9051,41.8,1019,1950,6822,5151,3376,8.0,17272,581,140,210,25,334,17075,1487
231,25266.0,13013-2019,13013,83581,0.9655018342583012,41057,42524,35.9,5560,11070,34569,20535,10614,1.0,66595,10889,482,3412,96,2107,73395,10186
232,25849.0,13013-2020,13013,83963,0.9733248724999412,41414,42549,36.1,5406,11155,34751,20709,10644,1.0,66274,11451,521,3389,107,2221,73227,10736
233,27926.0,13013-2021,13013,86658,0.9723689002184996,42722,43936,36.2,5432,11314,36103,21278,11128,1.0,67829,12215,592,3623,102,2297,74461,12197
234,26493.0,13015-2019,13015,107757,0.9749459330669696,53195,54562,38.2,6724,12828,41962,29311,15426,1.0,91359,12200,670,1126,133,2269,97878,9879
235,27047.0,13015-2020,13015,109311,0.9837216898954704,54207,55104,38.3,6628,13109,42533,29831,15642,1.0,92362,12449,680,1211,154,2455,98895,10416
236,28467.0,13015-2021,13015,110843,0.981356023094936,54900,55943,38.3,6604,13122,43375,29934,16234,1.0,93523,12665,692,1302,148,2513,99965,10878
237,17774.0,13017-2019,13017,16711,0.8884619731043055,7862,8849,39.4,1081,2133,5966,4338,2961,7.0,10009,6184,120,142,7,249,15648,1063
238,18241.0,13017-2020,13017,17153,0.8951497072146725,8102,9051,39.6,1070,2187,6144,4435,3051,7.0,10223,6352,132,151,7,288,16005,1148
239,20298.0,13017-2021,13017,17158,0.8954927087936367,8106,9052,39.5,1072,2158,6190,4333,3129,7.0,10211,6347,132,150,7,311,15980,1178
240,19547.0,13019-2019,13019,19377,0.969807868252516,9540,9837,40.2,1205,2251,7026,5183,3408,6.0,16653,2166,80,186,13,279,18316,1061
241,20545.0,13019-2020,13019,18159,0.975307299031872,8966,9193,40.1,1104,2171,6581,4891,3148,6.0,15560,1979,97,205,14,304,17102,1057
242,22072.0,13019-2021,13019,18147,0.9817625859997816,8990,9157,40.0,1101,2148,6619,4857,3156,6.0,15403,2069,101,210,18,346,17088,1059
243,25640.0,13021-2019,13021,153191,0.8809134999079133,71746,81445,36.4,10143,18743,60770,36886,24644,3.0,61131,85604,441,3381,193,2441,147754,5437
244,25519.0,13021-2020,13021,157104,0.8888594993627816,73930,83174,36.3,10039,19578,62610,37675,25055,3.0,61898,88531,478,3460,201,2536,151241,5863
245,27800.0,13021-2021,13021,156762,0.8856318036927888,73627,83135,36.4,9864,19278,62951,37041,25410,3.0,61149,88756,513,3543,206,2595,150655,6107
246,20458.0,13023-2019,13023,12923,0.9142349281587911,6172,6751,38.0,663,1303,5335,3255,2236,6.0,9111,3453,27,145,3,184,12487,436
247,20502.0,13023-2020,13023,12577,0.92691895204535,6050,6527,38.0,638,1273,5197,3169,2158,6.0,8778,3435,28,149,3,184,12166,411
248,23599.0,13023-2021,13023,12607,0.9294459749005204,6073,6534,38.0,626,1253,5252,3141,2183,6.0,8874,3367,29,148,3,186,12170,437
249,20191.0,13025-2019,13025,19124,0.9933291640608714,9530,9594,40.7,1156,2228,6867,5321,3293,3.0,17864,762,95,59,5,339,18688,436
250,18883.0,13025-2020,13025,18040,0.9865653562382998,8959,9081,40.9,1077,2120,6444,5052,3090,3.0,16771,745,96,63,5,360,17592,448
251,19942.0,13025-2021,13025,18101,0.9825848849945236,8971,9130,40.8,1055,2124,6513,4994,3143,3.0,16797,772,108,67,5,352,17614,487
252,25700.0,13027-2019,13027,15518,0.9514587525150904,7566,7952,43.9,901,1730,5148,4477,3086,3.0,9475,5461,67,209,33,273,14579,939
253,26115.0,13027-2020,13027,16232,0.9467498201007436,7894,8338,43.7,885,1824,5415,4658,3237,3.0,9893,5748,72,216,35,268,15207,1025
254,27821.0,13027-2021,13027,16270,0.9373660395332222,7872,8398,43.7,856,1833,5451,4600,3321,3.0,9969,5660,84,231,36,290,15193,1077
255,31623.0,13029-2019,13029,39692,0.9692399285572534,19536,20156,34.4,2937,6117,16921,8790,4264,2.0,31092,5991,253,902,70,1384,36598,3094
256,32825.0,13029-2020,13029,44999,0.979979759757117,22272,22727,34.6,3230,7024,19181,9962,4782,2.0,35016,7002,251,1092,62,1576,41307,3692
257,35589.0,13029-2021,13029,46938,0.979838029357179,23230,23708,34.7,3262,7226,20188,10377,5024,2.0,36440,7422,245,1113,70,1648,42988,3950
258,22328.0,13031-2019,13031,79718,0.9627240496356116,39102,40616,29.2,4582,7749,41211,16004,9312,4.0,52971,23588,361,1081,96,1621,76293,3425
259,25121.0,13031-2020,13031,81378,0.9703162074475812,40076,41302,29.6,4532,8087,41684,16581,9587,4.0,54083,24046,412,1075,106,1656,77700,3678
260,25882.0,13031-2021,13031,82442,0.9615970305510612,40414,42028,29.9,4457,8178,42136,16737,9993,4.0,54645,24398,436,1091,110,1762,78750,3692
261,22173.0,13033-2019,13033,22497,0.9023338406900052,10671,11826,38.6,1521,2887,8177,5918,3665,2.0,11308,10569,104,115,26,375,21760,737
262,24050.0,13033-2020,13033,24621,0.9158820325266516,11770,12851,38.6,1597,3211,8925,6460,4054,2.0,12410,11491,136,146,29,409,23736,885
263,27921.0,13033-2021,13033,24310,0.9146255020871072,11613,12697,39.1,1458,3164,8848,6307,4170,2.0,12349,11231,139,153,29,409,23382,928
264,27195.0,13035-2019,13035,24917,1.1260238907849829,13197,11720,38.9,1345,2570,10216,6531,3957,1.0,17046,7201,92,175,10,393,24042,875
265,25343.0,13035-2020,13035,25542,1.1440443213296398,13629,11913,38.8,1402,2668,10449,6734,4001,1.0,17538,7287,93,186,12,426,24605,937
266,25902.0,13035-2021,13035,25781,1.1475218658892128,13776,12005,38.8,1377,2678,10571,6814,4023,1.0,17738,7260,98,185,12,488,24797,984
267,14005.0,13037-2019,13037,6184,1.5344262295081967,3744,2440,40.4,244,526,2689,1640,1025,8.0,2225,3764,36,56,20,83,5863,321
268,15461.0,13037-2020,13037,5560,1.5551470588235294,3384,2176,40.4,208,477,2435,1496,883,8.0,1962,3416,29,55,19,79,5268,292
269,16401.0,13037-2021,13037,5509,1.5839587242026267,3377,2132,40.8,229,435,2394,1479,917,8.0,1939,3390,27,58,19,76,5222,287
270,29741.0,13039-2019,13039,54784,1.0583107905019538,28168,26616,33.4,3827,6797,23625,12229,7658,4.0,41060,10481,383,891,118,1851,50822,3962
271,29449.0,13039-2020,13039,54911,1.061378481868008,28273,26638,34.0,3758,6854,23478,12274,7854,4.0,41116,10460,405,929,122,1879,50927,3984
272,32003.0,13039-2021,13039,55664,1.0620114836080756,28669,26995,34.2,3725,6966,23937,12091,8195,4.0,41745,10493,402,946,130,1948,51394,4270
273,20687.0,13043-2019,13043,10835,0.9504950495049505,5280,5555,39.9,666,1385,3790,2744,2079,7.0,7824,2682,36,116,15,162,9544,1291
274,20897.0,13043-2020,13043,11001,0.9662198391420912,5406,5595,39.4,698,1448,3873,2777,2042,7.0,7833,2831,36,127,16,158,9681,1320
275,21843.0,13043-2021,13043,11037,0.9607390300230948,5408,5629,39.3,690,1441,3893,2773,2049,7.0,7881,2798,40,132,18,168,9690,1347
276,24993.0,13045-2019,13045,120115,0.9475476286988244,58440,61675,35.1,7631,14116,51290,28868,16651,1.0,91724,23600,673,1225,104,2789,111503,8612
277,26495.0,13045-2020,13045,119463,0.9545647905759164,58343,61120,35.2,7531,14134,50681,28921,16533,1.0,90822,23644,687,1303,126,2881,110694,8769
278,28188.0,13045-2021,13045,121968,0.9516129032258064,59472,62496,35.3,7620,14354,51853,29397,16986,1.0,92090,24615,687,1363,133,3080,112811,9157
279,27308.0,13047-2019,13047,67585,0.9422093223748492,32787,34798,41.3,3560,7750,24746,18247,12266,2.0,62928,1951,298,982,110,1316,65507,2078
280,28537.0,13047-2020,13047,67976,0.9481829645764072,33084,34892,41.2,3532,7872,24938,18383,12278,2.0,63079,2062,321,1047,119,1348,65766,2210
281,30461.0,13047-2021,13047,68397,0.9472455516014237,33272,35125,41.3,3474,7814,25161,18255,12667,2.0,63330,2167,338,1068,113,1381,65948,2449
282,18323.0,13049-2019,13049,13277,1.4228102189781022,7797,5480,38.8,614,1303,5680,3464,2101,6.0,8631,4039,223,100,12,272,12538,739
283,19228.0,13049-2020,13049,12530,1.446787736770162,7409,5121,39.1,548,1229,5318,3321,1972,6.0,8150,3748,219,99,15,299,11788,742
284,21824.0,13049-2021,13049,12766,1.4348655349990465,7523,5243,39.1,580,1241,5441,3334,2042,6.0,8331,3760,220,103,19,333,11997,769
285,32229.0,13051-2019,13051,290185,0.925606179245909,139487,150698,36.4,17841,30042,124449,68381,46296,2.0,153523,119595,1055,8824,432,6756,270849,19336
286,33106.0,13051-2020,13051,294904,0.9325928110357482,142309,152595,36.8,17473,30875,125657,69964,47497,2.0,155454,122034,1057,8990,484,6885,275109,19795
287,34886.0,13051-2021,13051,296329,0.9293257461326112,142737,153592,37.1,17026,30512,126797,69495,48992,2.0,155760,122763,1092,8998,526,7190,276074,20255
288,23769.0,13053-2019,13053,10991,1.82690329218107,7103,3888,25.1,928,1210,7242,1040,500,2.0,7716,2129,148,331,135,532,9165,1826
289,23894.0,13053-2020,13053,9482,1.8220238095238093,6122,3360,25.1,793,1091,6244,819,451,2.0,6610,1795,155,314,111,497,7749,1733
290,25196.0,13053-2021,13053,9048,1.847969782813976,5871,3177,25.1,752,1024,5952,785,459,2.0,6357,1661,140,325,112,453,7446,1602
291,18715.0,13055-2019,13055,24846,1.0348894348894349,12636,12210,40.3,1492,2813,9203,6604,4429,6.0,21568,2469,117,138,80,474,23493,1353
292,18523.0,13055-2020,13055,24921,1.0480769230769231,12753,12168,40.7,1469,2852,9142,6665,4476,6.0,21570,2497,124,145,88,497,23482,1439
293,19577.0,13055-2021,13055,24932,1.0451152489541464,12741,12191,40.9,1459,2779,9158,6595,4600,6.0,21590,2481,127,143,89,502,23503,1429
294,36503.0,13057-2019,13057,259475,0.969449715370019,127725,131750,39.4,14902,31669,99157,71867,37965,1.0,226702,19817,1428,5513,281,5734,231127,28348
295,38153.0,13057-2020,13057,268043,0.98228799207212,132824,135219,39.8,14860,32350,101862,74847,39975,1.0,233366,20868,1490,5959,309,6051,238123,29920
296,40675.0,13057-2021,13057,274615,0.9803490300713924,135945,138670,40.1,14638,32216,104952,76310,42350,1.0,237983,21994,1577,6483,330,6248,243580,31035
297,23827.0,13059-2019,13059,128238,0.902020112129572,60816,67422,28.8,6432,11104,71800,23130,14736,3.0,83069,36426,489,5213,181,2860,114387,13851
298,25343.0,13059-2020,13059,128489,0.9081769038849946,61153,67336,29.2,6259,11158,71284,23468,15111,3.0,83461,36306,521,5126,181,2894,114374,14115
299,27301.0,13059-2021,13059,128711,0.9062365782497296,61190,67521,29.3,6083,10905,71453,23491,15512,3.0,83780,36159,549,5031,190,3002,114236,14475
300,17036.0,13061-2019,13061,2901,0.8776699029126214,1356,1545,48.1,164,269,908,712,810,9.0,1097,1736,11,32,2,23,2857,44
301,22389.0,13061-2020,13061,2835,0.9207317073170732,1359,1476,47.0,159,271,904,677,786,9.0,1063,1700,10,34,2,26,2777,58
302,22752.0,13061-2021,13061,2882,0.906084656084656,1370,1512,46.7,150,282,921,664,826,9.0,1118,1690,10,36,2,26,2817,65
303,20970.0,13063-2019,13063,292404,0.8762849552752147,136562,155842,32.6,22087,41438,125885,70254,28211,1.0,55109,213113,1747,14872,495,7068,253619,38785
304,21804.0,13063-2020,13063,297417,0.881433451417004,139337,158080,32.9,21353,42227,127599,71979,29473,1.0,55185,217798,1757,15002,489,7186,257450,39967
305,23532.0,13063-2021,13063,297100,0.879214158306873,139002,158098,33.3,20642,41393,127447,71658,30968,1.0,54594,217945,1786,15013,525,7237,256963,40137
306,15152.0,13065-2019,13065,6637,0.9304828388598022,3199,3438,38.1,427,879,2434,1681,1115,6.0,4584,1819,61,25,8,140,6259,378
307,17539.0,13065-2020,13065,6723,0.9313415685147944,3242,3481,38.3,435,864,2476,1726,1111,6.0,4669,1828,68,23,8,127,6345,378
308,18331.0,13065-2021,13065,6725,0.9380403458213256,3255,3470,38.1,441,857,2491,1712,1123,6.0,4627,1847,73,32,8,138,6341,384
309,40031.0,13067-2019,13067,761060,0.9409992935421592,368963,392097,37.2,45852,88846,318845,200204,96930,1.0,473874,219332,3790,43199,629,20236,660857,100203
310,41480.0,13067-2020,13067,766209,0.951498372496982,373583,392626,37.5,44410,89594,320059,202666,98636,1.0,475876,221514,3917,43586,631,20685,663093,103116
